edicao,categoria,titulo,autores,abstract,url
2025: Anais do XIX Women in Information Technology,Artigos de Pesquisa,Mulheres na Computação no Brasil: Um Mapeamento Cienciométrico das Produções Científicas do Women in Information Technology (WIT) de 2016 a 2024,Vinicius Schineider Januário Viana (IFMA); Gabriel Vieira Lima (IFMA); Aricelma Costa Ibiapina (IFMA); Simone Azevedo Bandeira de Melo Aquino (IFMA),"A participação feminina na computação tem sido amplamente estudada, com o Women in Information Technology (WIT) desempenhando um papel central nesse debate. Este estudo realiza uma análise cienciométrica das publicações do WIT, utilizando a base Dimensions para identificar temas, autores e instituições mais influentes. Foram analisadas 326 publicações desde 2016, destacando tendências e iniciativas voltadas à inclusão de mulheres na área. Os resultados apontam um crescimento na produção científica e reforçam a importância de políticas de incentivo. O estudo contribui ao fornecer uma visão abrangente e automatizada sobre a evolução das pesquisas no evento.",https://sol.sbc.org.br/index.php/wit/article/view/35994
2025: Anais do XIX Women in Information Technology,Artigos de Pesquisa,Mapeamento da Representatividade Feminina em Cursos Técnicos e de Graduação da área de Tecnologia da Informação no estado do Ceará,Cecília Mesquita (UFC); Lara Lima (UFC); Jéssica Rodrigues (UFC); Felipe Oliveira (UFC); Daniel Magalhães (UFC); Ana Lívia Lopes (UFC); Viviane Menezes (UFC); Marcelo Martins da Silva (UFC); Carla Bezerra (UFC),,https://sol.sbc.org.br/index.php/wit/article/view/35995
2025: Anais do XIX Women in Information Technology,Artigos de Pesquisa,"Mulheres na TI do IFTO: desvendando desafios e motivações, e traçando estratégias para a permanência",Carla Beatriz Sousa Ribeiro (IFTO); Catarina Soares de Castro (IFTO); Laira Giovana Martins Macêdo (IFTO); Thatiane de Oliveira Rosa (IFTO),,https://sol.sbc.org.br/index.php/wit/article/view/35996
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,STEM para todos: Um Relato de Experiência,Lídia Bononi P. Tomaz (IFTM); Jefferson B. Martins (IFTM); Ana Clara R. R. da Cunha (IFTM),,https://sol.sbc.org.br/index.php/wit/article/view/35997
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Do Papel ao Digital: Circuitos em papel como estratégia para engajar meninas na computação,Adelmo Lima (UFF); Maria Clara Flores (UFF); Nathalia Monteiro (UFF); Paulo Carrano (UFF); Rafaela Santos (UFF); Geiziane Gonçalves (UFF); Luciana Salgado (UFF); Aline Nascimento (UFF); Simone Martins (UFF),,https://sol.sbc.org.br/index.php/wit/article/view/35998
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Ampliando horizontes digitais de meninas por meio do letramento digital apoiado em pensamento computacional e robótica educacional,Ana Luiza Costa Vilela (IFRN); Pedro Henrique Assunção (IFRN); Rebecca Cruz Pinheiro (IPM); Keila Cruz Moreira (IFRN); Tatiana Amaral Sorrentino (IFRN); Éberton da Silva Marinho (IFRN); Helber Wagner da Silva (IFRN),,https://sol.sbc.org.br/index.php/wit/article/view/35999
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Mulheres Históricas e a Informática: Ada Lovelace - Inspirando Gerações,Suzy Kamylla de Oliveira Menezes (IFAL); Viviane de Menezes Ramalho Souza (IFAL),"Na área da Informática, as mulheres enfrentam diferentes barreiras que influenciam na permanência e representatividade feminina em cursos de nível médio e superior. Nesse sentido, é essencial que as contribuições femininas na área sejam divulgadas para estimular que mais meninas escolham a Informática como área profissional. Este trabalho tem o objetivo de apresentar atividades realizadas na Sala Temática Ada Lovelace - Inspirando Gerações.",https://sol.sbc.org.br/index.php/wit/article/view/36000
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Mulheres na Tecnologia: Destaques do Evento IFALTECH,Suzy Kamylla de Oliveira Menezes (IFAL); Viviane de Menezes Ramalho Souza (IFAL),,https://sol.sbc.org.br/index.php/wit/article/view/36001
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Alfabeto das Mulheres Brasileiras na Ciência como proposta para a alfabetização científica,Sylvana Karla S. L. Santos (IFB); Eliza de Matos Silva (UDF); Paula Queiroz Dutra (IFB); Ana Roberta Crisóstomo de Morais (IFB); Ana Clara Trindade de Oliveira (IFB); Lorrany Rodrigues Antunes (IFB); Maria Fernanda Itacarambi Silva (UnB); Alicia Barros Gonçalves Pereira (UnB); Ana Beatriz Lopes Rodrigues (IFB); Ludmilla Figueiredo Lima (IFB); Alyce Moreira do Nascimento (IFB),"O projeto Alfabeto das Mulheres Brasileiras na Ciência é uma ação do grupo de extensão Meninas na Ciência do IFB, iniciada no segundo semestre de 2024. A metodologia de desenvolvimento do projeto é o Design Thinking (DT). A partir das dificuldades encontradas por mulheres e meninas para prosseguir nas áreas STEAM, acrônimo em inglês para Ciência, Tecnologia, Engenharia, Artes e Matemática, a criação do alfabeto surgiu do trabalho colaborativo com estudantes do ensino médio e promoveu uma reflexão sobre as desigualdades de gênero e representatividade feminina em nossa sociedade. O resultado é uma ferramenta lúdica que pode ser utilizada desde o ensino fundamental para abordar a alfabetização científica e a desconstrução dos estereótipos de gênero.",https://sol.sbc.org.br/index.php/wit/article/view/36002
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Capacitação Digital para Mulheres 60+: Promovendo Inclusão e Autonomia através do Letramento Digital,Joana Felizardo da Silva (IFF); Vitória Graciano da Silva (IFF); Ana Mara de Oliveira Figueiredo (IFF),"Em um mundo cada vez mais digital, a inclusão tecnológica tornou-se um requisito básico para a participação e o exercício da cidadania. No entanto, para mulheres com mais de 60 anos, essa inclusão ainda é um desafio, marcado por barreiras de gênero, idade e acesso. Este artigo apresenta um projeto de extensão universitária que busca capacitar mulheres idosas no uso de ferramentas digitais, promovendo autonomia e inclusão social. Os resultados mostram que a iniciativa não apenas capacitou as participantes, mas também promoveu empoderamento e redução de desigualdades, destacando a importância de projetos que conectam a universidade à comunidade.",https://sol.sbc.org.br/index.php/wit/article/view/36003
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Fortalecendo a confiança das mulheres para atuar na área de computação,Ana Lúcia de Moura (PUC-Rio); Jessica Ribas (PUC-Rio); Maria Julia de Lima (PUC-Rio); Noemi Rodriguez (PUC-Rio),,https://sol.sbc.org.br/index.php/wit/article/view/36004
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Inclusão de Meninas em Competições de Programação: Um Relato de Experiência da Universidade de Brasilia,Maristela Holanda (UnB); Ana Clara B. Borges (UnB); Laryssa O. Ferreira (UnB); Aleteia Araujo (UnB); Luana Cruz Silva (UnB); Maria Eduarda Carvalho Santos (UnB); Vanessa Paixão Costa (UnB); Guilherme Novaes Ramos (UnB); Vinicius R. P. Borges (UnB); Edson Alves da Costa Jr (UnB); Maria Emilia Machado Telles Walter (UnB),,https://sol.sbc.org.br/index.php/wit/article/view/36005
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,"Mulheres, Computação e Acessibilidade: O Relato de uma Discente com Paralisia Cerebral no Ensino Superior",Jennifer Viana (Unifesspa); Cristina Araújo (Unifesspa); Wemilly Carvalho (Unifesspa); Marcela Alves (Unifesspa); Leia Sousa (Unifesspa); Hugo Kuribayashi (Unifesspa),"Este artigo apresenta o relato de experiência de uma discente com paralisia cerebral no curso de Bacharelado em Sistemas de Informação. A partir de uma pesquisa qualitativa com entrevistas não estruturadas, são discutidas barreiras atitudinais, pedagógicas, arquitetônicas e tecnológicas vivenciadas ao longo de sua trajetória acadêmica. O estudo propõe reflexões, destacando os desafios enfrentados e sugerindo recomendações para melhorias no ensino superior. As conclusões ressaltam a importância de políticas institucionais específicas e da formação continuada de docentes em práticas inclusivas, promovendo a equidade e a permanência de estudantes com deficiência.",https://sol.sbc.org.br/index.php/wit/article/view/36006
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,GECET e a Promoção da Liderança Feminina em STEM: Relato de Experiência em um Projeto de Extensão Universitária,Marilaine Colnago (UNESP); Rafaella S. Ferreira (UNESP); Giovana A. Benvenuto (UNESP); Rogéria Cristiane Gratão de Souza (UNESP); Wallace Casaca (UNESP); Helen S. Picoli (UNICAMP),,https://sol.sbc.org.br/index.php/wit/article/view/36007
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Programa Mulheres Mil e a Inclusão Digital no IFPR Campus Palmas: Relato de Experiência,Marina Girolimetto (IFPR); Andreia Marini (IFPR),"Este trabalho apresenta um relato de experiência sobre a implementação de um curso de Formação Inicial e Continuada (FIC) em Operadora de Computador no Programa Mulheres Mil, realizado no Instituto Federal do Paraná (IFPR) – Campus Palmas. O curso ocorreu entre 19 de agosto e 22 de novembro de 2024 e buscou promover a inclusão digital de vinte mulheres da comunidade local, das quais dezoito obtiveram a certificação. O relato destaca as principais dificuldades enfrentadas pelas participantes, como a sensação de não pertencimento, problemas de transporte e saúde, além de desafios interpessoais. Apesar dessas adversidades, as alunas expressaram satisfação com a experiência e demonstraram interesse em participar de futuras edições do Programa, evidenciando o seu potencial para promover a inclusão digital para o público feminino.",https://sol.sbc.org.br/index.php/wit/article/view/36008
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Divas Digitais: Promovendo a Inclusão Feminina em STEM do Ensino Médio à Computação,Samilly F. Moraes (Unifesspa); Wemilly Carvalho (Unifesspa); Erika Veloso (Unifesspa); Yasmim Barreiros (Unifesspa); Cecília Araújo (Unifesspa); Andrya Almeida (Unifesspa); Hugo Kuribayashi (Unifesspa); Leia Sousa (Unifesspa); Marcela Alves (Unifesspa),,https://sol.sbc.org.br/index.php/wit/article/view/36009
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Projeto PoliWomen: Desenvolvimento de soft skills para a Inclusão Feminina na Computação e Engenharia,Rafaela Otemaier (PUCPR); Camila Fukuda (PUCPR); Mariana Couto Siqueira (PUCPR),,https://sol.sbc.org.br/index.php/wit/article/view/36010
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Letramento Digital para Mulheres Idosas Amazônicas: Aprendizagens e Desafios em uma Ação Extensionista,Cecília Ionara P. de Araújo (Unifesspa); Gerson Alves de S. Neto (Unifesspa); Aline S. de Sousa (FVC); Léia S. de Sousa (Unifesspa),,https://sol.sbc.org.br/index.php/wit/article/view/36011
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Participação feminina na equipe de robótica no Instituto Federal do Espírito Santo - Campus Colatina: desafios e estratégias,Lara Calegário Guedes (IFES); Geanderson Lemonte (IFES); Dione Sousa (IFES); Jaimel de Oliveira Lima (IFES); Lisânia Soares Miranda (IFES); Nicolly do Carmo Reis (IFES); Amanda Almeida Soares (IFES),,https://sol.sbc.org.br/index.php/wit/article/view/36012
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Promoção da Equidade de Gênero na Computação: Resultados de uma Iniciativa para Alunas do Ensino Médio,Luciana Mara Freitas Diniz (PUC Minas); Amália Soares Vieira de Vasconcelos (PUC Minas); Fernanda Soares Oliveira Cunha (PUC Minas); Laura Caetano Costa (PUC Minas); Marcella Santos Belchior (PUC Minas),,https://sol.sbc.org.br/index.php/wit/article/view/36013
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Relato de Experiência de um Projeto de Extensão de Incentivo à Meninas na Tecnologia,Maria Vittória S. R. Palma (UFMT); Emilli D. de Oliveira (UFMT); Maria Clara I. de Castro (UFMT); Leticia Emily da S. Nascimento (UFMT); Gracyeli S. S. Guarienti (UFMT); Ludmilla F. O. Galvão (UFMT); Paulo Guilherme P. da Silva (UFMT),,https://sol.sbc.org.br/index.php/wit/article/view/36014
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Do Zero ao Digital: Saberes Tradicionais e Estratégias Digitais na Jornada de Mulheres Indígenas Empreendedoras,Vitória Bobot da Silva (IFAM); Ana Júlia Fernandes (IFAM); Sabrina da Silva Frazão (IFAM); Fabiann Matthaus Dantas Barbosa (IFAM); David Washington Freitas Lima (IFAM),,https://sol.sbc.org.br/index.php/wit/article/view/36015
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,STEM para Elas: Inspirando Meninas na Computação e Engenharia,Mayara Muller (IFSC); Yasmim V. Ott (IFSC); Taynara C. Dutra (IFSC); Laís P. V. Vossen (UDESC); Joice L. Jeronimo (IFSC),,https://sol.sbc.org.br/index.php/wit/article/view/36016
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Iniciativas de Inclusão na Computação: Organização e Impactos da CF-OBI,Camila da Cruz Santos (UFU); Crishna Irion (UFU); Juliana Freitag Borin (Unicamp); Rafael Dias Araújo (UFU); João Henrique de Souza Pereira (UFU),,https://sol.sbc.org.br/index.php/wit/article/view/36017
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,“Agora acho que realmente desisti de ser médica”: Insights de um Curso de Programação Voltado para Meninas,Rafaella Vaccari (Zup Innovation); Thayssa A. da Rocha (Zup Innovation / UFPA); Laura Fumagalli (Zup Innovation); Nicole Davila (Zup Innovation),,https://sol.sbc.org.br/index.php/wit/article/view/36018
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,O Impacto dos Projetos de Extensão Femininos: Fortalecendo a Presença Feminina nas Engenharias e Tecnologias,Fernanda C. P. Soares (UFPA); Ana Mônica C. da Costa (UFPA); Bárbara V. Cecim (UFPA); Dailneide C. Ribeiro (UFPA); Maria G. S. Silva (UFPA); Pâmela S. S. Costa (UFPA); Ana Carolina Q. S. Müller (UFPA),,https://sol.sbc.org.br/index.php/wit/article/view/36019
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,Do Interesse à Prática: Relato de Experiência de uma Oficina de Programação para Alunas do Ensino Médio,Victor Hugo Moraes Santos (IFMA); Gabriel Vieira Lima (IFMA); Marcos Vinicius do Valle Santos (IFMA); Vinicius Schineider Januário Viana (IFMA); Júlio César Amorim da Rocha (IFMA); Aricelma Costa Ibiapina (IFMA); Simone Azevedo Bandeira de Melo Aquino (IFMA),"Este artigo apresenta a experiência de uma oficina de programação voltada para alunas do ensino médio, realizada no IFMA – Campus Imperatriz. A metodologia combinou abordagens expositivas, práticas e colaborativas, aliadas a ferramentas gamificadas, como o Kahoot, para tornar o aprendizado mais dinâmico e acessível. A oficina proporcionou um ambiente estimulante, promovendo o engajamento das participantes e despertando seu interesse pela computação. Os resultados evidenciam um aumento no interesse das alunas pela área, além da criação de um espaço inclusivo que incentivou a participação feminina na tecnologia, contribuindo para suas futuras trajetórias acadêmicas e profissionais.",https://sol.sbc.org.br/index.php/wit/article/view/36020
2025: Anais do XIX Women in Information Technology,Relatos de Experiência,O Papel da Personalização do Ensino de Programação na Conexão de Meninas com STEAM: Reflexões a Partir do Projeto Meninas STEAM e o Ministério Público nas Escolas,Marcos Vinicius do Valle Santos (IFMA); Kenia de Oliveira Silva dos Reis (IFMA); Victor Hugo Moraes Santos (IFMA); Ana Clara Pontes Miranda (IFMA); Aricelma Costa Ibiapina (IFMA); Simone Azevedo Bandeira de Melo Aquino (IFMA),,https://sol.sbc.org.br/index.php/wit/article/view/36021
